Image,Template,Preview Image,QRCode Detection,QRcode Decoding,Result1,Result2,Result3,Result4,Result5,Expected Brand,Real Brand,Expected xoffset in mm,Expected yoffset in mm,Top offset in inches,Right offset in inches,Bottom offset in inches,Left offset in inches,Expected print width in mm,Expected print height in mm,Real print width in mm,Real print height in mm,Expected Garment Color,Standart RGB value,Real Garment Color (RGB),Expected Garment Size,Real Garment Size (Unisex),Real Garment Length (inches),Real Garment Width (inches),Design Rotation,Collar Front,Garment Color (score),Design Match (score),Color Match (score),Screenshot
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,https://s3.us-east-2.amazonaws.com/dreamship-public-files/files/production/u/fe8a2680-2f47-4e4e-aa9f-b2f6cbba655d/d936128e-a1b7-44f5-8d42-c439e4f4fbfb.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,2872DB3_32901296__081_028_004_H12_C_2__134779_147_155,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.jpg,Next Level Apparel,Next Level Apparel(from QRcode),86.7408,74.1961,3.032,5.465,15.603,5.416,222.59,78.23,214.11,92.28,Natural,"231,226,207","230,220,192",XL (Unisex) (Unisex),M,27.263,19.83,13.16,TRUE,0.98,0.85,0.62,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DB3_32901296__081_028_004_H12_C_2__134779_147_155.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,https://mdapp.blob.core.windows.net/artworks/2024/4/Fanatics/39748939_CF.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.jpg,Gildan,Gildan(from QRcode),110.1088,30,1.369,7.815,17.624,7.106,175.94,161.04,167.05,161.44,Deep Royal,"47,98,164","36,55,103",L (Mens) (Unisex),XL,30.371,21.911,-2.23,TRUE,0.6,0.89,0.79,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DFA_32901296__162_208_003_FAN_01_C_1__134779_211_212.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,"https://res.cloudinary.com/teepublic/image/private/s--WdOU0Bcw--/t_Trim/c_scale,h_2550,w_1881/c_lpad,g_north_west,h_2550,w_1907,x_16,y_0/c_lpad,g_north,h_2550,w_1950/dn_150,e_saturation:25,f_png,q_90/v1710713287/production/designs/58535380_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,2872D39_32901296__006_174_024_L6_H_2__134779_189_190,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.jpg,LAT Apparel,LAT Apparel(from QRcode),38.8482,20,1.261,5.837,3.613,5.948,318.37,431.67,309.94,417.56,Vintage Smoke,"84,84,84","34,46,44",3 (Ladies) (Unisex),XXL,29.141,24.737,0.25,TRUE,0.78,0.85,0.79,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D39_32901296__006_174_024_L6_H_2__134779_189_190.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,https://images.printify.com/print/65f2a9eb0a46a6f0f70697db/21977/front/6b82bc34df9c21c464f1c9c5edb2796d.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,2872D5C_32901296__020_017_003_P5_E_3__134779_219_219,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.jpg,Gildan,GILDAN(from carelabel),93.6411,30,1.566,7.264,11.251,6.272,208.87,324.61,206.16,311.18,Red,"178,39,46","194,0,32",L (Mens) (Unisex),XL,30.703,22.159,1.31,TRUE,0.95,0.76,0.78,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D5C_32901296__020_017_003_P5_E_3__134779_219_219.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,https://snowdam.s3.us-east-2.amazonaws.com/YS-DRF2-63-100011-LC-DF.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,2872D32_32901296__003_028_004_B8_D_1__134779_12_20,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.jpg,Next Level Apparel,XL(from carelabel),277.4319,50.574,2.706,6.12,21.615,14.038,61.89,60.37,60.27,60.07,Natural,"207,197,188","232,213,189",XL (Mens) (Unisex),XXL,31.7,22.671,4.9,TRUE,1,0.87,0.83,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D32_32901296__003_028_004_B8_D_1__134779_12_20.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,https://uploads.documents.cimpress.io/v1/uploads/4a291ac9-e6da-48bb-a362-c0d19085472c~100?tenant=prepress-uploads,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,2872DE1_32901296__143_002_003_O5_D_1__134961_11_12,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.jpg,Hanes,Hanes(from QRcode),20.362,27.0227,1.47,3.212,12.811,4.756,355.43,290.32,340.75,281.47,White,"240,240,240","231,231,217",L (Mens) (Unisex),XL,30.77,22.208,-0.82,TRUE,0.86,0.8,0.78,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DE1_32901296__143_002_003_O5_D_1__134961_11_12.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,https://images.printify.com/print/659e42b37f1342de010377ed/101409/front/050154d657ee63c9be1cbd50c3fe3ded.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,2872DB4_32901296__083_028_026_G8_A_2__134779_130_144,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.jpg,Liberty bag,Liberty bag(from QRcode),56.7689,34.3887,2.72,6.814,12.055,6.445,146.22,257.9,212.08,205.09,Natural,"253,243,198","185,197,212",OS (Unisex) (Unisex),XL,28.358,22.111,156.1,TRUE,0,0.4,0.43,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DB4_32901296__083_028_026_G8_A_2__134779_130_144.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,"https://res.cloudinary.com/teepublic/image/private/s--rJhfKpXb--/t_Trim/c_scale,h_1303,w_1950/c_lpad,g_north_west,h_1303,w_1950,x_0,y_0/c_lpad,g_north,h_1303,w_1950/dn_150,e_saturation:25,f_png,q_90/v1703080850/production/designs/55137181_1.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D38_32901296__005_008_004_H12_E_5__1_4_4.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,2872D38_32901296__005_008_004_H12_E_5__1_4_4,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D38_32901296__005_008_004_H12_E_5__1_4_4.jpg,Bella Canvas,Bella Canvas(from QRcode),33.0057,5,1.432,5.203,14.52,4.6,330.06,220.49,311.38,206.71,Athletic Heather,"141,134,141","163,161,164",XL (Unisex) (Unisex),XXL,31.301,22.82,-1.48,TRUE,0.9,0.94,0.77,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D38_32901296__005_008_004_H12_E_5__1_4_4.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,https://images.printify.com/print/661356f9daa92fc32b02b4bc/12105/front/0b4b5114882f37320e6fc41df5e12416.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,2872D21_32901296__001_002_006_E15_A_1__134779_107_113,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.jpg,Gildan,Gildan(from QRcode),32.9773,56.162,2.668,8.3,8.951,6.843,330.03,403.69,314.9,388.41,White,"241,241,241","225,220,216",3X (Unisex) (Unisex),XXXXL,32.827,28.292,1.92,TRUE,0.83,0.91,0.82,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D21_32901296__001_002_006_E15_A_1__134779_107_113.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,https://images.printify.com/print/661316fecb06de13c5080fdb/24031/front/52a94236ff619f04c0e844222deeef4f.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,2872D23_32901296__001_002_007_F16_A_1__134779_117_120,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.jpg,Gildan,ILDAN(from carelabel),20.7006,17.7847,1.042,7.671,15.636,8.106,354.58,320.04,329.53,312.78,White,"241,241,241","232,221,217",4X (Unisex) (Unisex),XXXXXL,34.158,29.546,2.45,TRUE,0.89,0.79,0.62,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D23_32901296__001_002_007_F16_A_1__134779_117_120.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,"https://res.cloudinary.com/teepublic/image/private/s--hiC0Hh2o--/t_Trim/c_scale,h_2179,w_1656/c_lpad,g_north_west,h_2219,w_1800,x_72,y_40/c_lpad,g_north,h_2219,w_1800/dn_150,e_saturation:25,f_png,q_90/v1571141643/production/designs/6333574_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,2872D8C_32901296__048_166_003_K5_F_4__134961_9_9,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.jpg,Gildan,Gildan(from QRcode),57.8998,36.7739,1.616,6.263,8.688,3.237,280.27,368.84,293.82,361.6,Sport Scarlet Red,"116,0,19","136,6,35",L (Unisex) (Unisex),XL,30.934,21.764,2.71,TRUE,0.81,0.87,0.7,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D8C_32901296__048_166_003_K5_F_4__134961_9_9.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,https://images.printify.com/print/66121904737a498a2d078eaa/38508/front/c80bc5b94c7b3c160cd378729c1d6f81.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,2872D95_32901296__054_017_003_H16_G_5__134779_158_167,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.jpg,Gildan,Gildan(from QRcode),38.2268,18.3867,2.233,5.837,10.265,5.751,183.22,229.7,176.32,225.32,Red,"190,63,70","190,0,31",L (Youth) (Unisex),M,25.452,18.954,-1.72,TRUE,0.9,0.86,0.7,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D95_32901296__054_017_003_H16_G_5__134779_158_167.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,"https://res.cloudinary.com/teepublic/image/private/s--sG0jLEpq--/t_Trim/c_scale,h_1969,w_2100/c_lpad,g_north_west,h_1969,w_2100,x_0,y_0/c_lpad,g_north,h_1969,w_2100/dn_150,e_saturation:25,f_png,q_90/v1704794799/production/designs/56306281_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,2872D92_32901296__053_018_003_R1_H_2__134970_1_1,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.jpg,Gildan,Gildan(from QRcode),20.3893,30,2.272,1.93,6.619,2.241,355.29,333.11,346.93,315.9,Sport Grey,"167,167,167","139,143,149",L (Mens) (Unisex),M,26.034,18.673,-2.76,TRUE,0.81,0.95,0.75,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D92_32901296__053_018_003_R1_H_2__134970_1_1.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,https://images-backend.threadless.com/~/iBsi9.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,2872D80_32901296__042_008_002_a18_b_4__134779_34_39,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.jpg,Bella Canvas,BELLA+CANVAS(from carelabel),41.6557,30,3.387,3.712,11.629,3.657,312.84,229.53,297.5,224.39,Athletic Heather,"188,188,188","150,154,148",M (Unisex) (Unisex),L,29.706,19.796,1.86,TRUE,0.76,0.86,0.61,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872D80_32901296__042_008_002_a18_b_4__134779_34_39.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,https://asset-service.out.customink.com/assets/PO72557425-front_monster.png?name=PO72557425-front_monster.png&category=production_ready_artwork&order_id=72557425,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,2872DE0_32901296__142_004_003_G15_D_5__134779_166_167,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.jpg,Gildan,GILDAN(from carelabel),12.4034,15,0.984,3.693,11.399,3.925,273.05,213.02,269.58,205.34,Black,"36,30,30","20,35,31",L (Youth) (Unisex),M,24.639,18.871,-0.11,TRUE,0.94,0.91,0.67,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DE0_32901296__142_004_003_G15_D_5__134779_166_167.png
